20170515-14:38:16	1	YES	T	sound3	0.75	violin	1	NO	T	38.49636292
20170515-15:08:18	1	NO	T	NA	NA	NA	NA	NA	NA	37.11016011
20170515-15:09:07	1	YES	T	sound2	0.25	piano	1	NO	T	45.99822903
20170515-15:10:16	1	NO	T	NA	NA	NA	NA	NA	NA	25.16884613
20170515-15:10:50	1	NO	T	NA	NA	NA	NA	NA	NA	22.49439096
20170515-15:11:25	1	YES	T	sound10	0.5	violin	1	YES	T	35.109864
20170515-15:48:53	2	YES	FT	sound2	0.5	trumpet	1	YES	T	63.10827994
20170515-15:50:02	2	YES	FT	sound6	0.25	trumpet	1	NO	T	81.66418409
20170515-15:54:05	2	NA	FF	NA	NA	NA	NA	NA	NA	62.36331105
20170515-15:58:07	2	NA	FF	NA	NA	NA	NA	NA	NA	101.1877739
20170515-16:18:22	2	NA	FF	NA	NA	NA	NA	NA	NA	38.06817508
20170515-16:19:31	1	YES	T	sound3	0.5	violin	1	NO	T	37.28474998
20170515-16:24:42	2	YES	FT	sound6	0.75	piano	1	NO	T	63.16792202
20170515-17:08:35	3	YES	FFT	sound7	0.75	piano	1	YES	T	132.9195559
